Age,Ht,TailLn,HairLn,BangLn,Reach,EarLobes,Class
12.6,128.3,5.3,11.7,4.9,130.4,1,Assam
47,143.2,11.5,8.1,5,147.7,1,Assam
56.4,142.6,22.2,9.5,5.6,149.5,1,Bhuttan
59,144.3,7.1,9.4,5.4,149.6,0,Bhuttan
41.4,134.2,9.2,8.5,6.1,136.5,0,Assam
53,142.4,12.9,11.8,6.6,149.5,0,Bhuttan
19.4,119.2,12,7.4,5,126.2,1,Bhuttan
47.7,139.5,7.2,7.4,8.7,142.5,0,Assam
50.6,134.3,10,6.5,4.2,138.3,1,Bhuttan
49.9,164.9,15.1,8.7,4,169.8,0,Bhuttan
40.1,151.1,4.8,8.8,5.7,153.8,1,Assam
52.7,155.4,26.3,6.5,6.2,161.7,1,Bhuttan
38.4,161.7,25.4,6.2,4.6,167.6,0,Bhuttan
31.8,150.8,4,10.7,5,152.7,1,Assam
65.4,146.4,16.6,8.1,3.9,152.3,1,Bhuttan
59.9,136.4,17.9,8.3,5.4,145,0,Bhuttan
40.4,145.6,9.3,9.9,6.4,144.2,1,Assam
49.1,153.4,13.3,9.8,3.2,159.3,1,Bhuttan
51.5,167.4,12.5,7.3,5,171.9,0,Bhuttan
52.1,163.5,15.5,8.3,3.6,169.8,1,Bhuttan
43.2,148.7,5.8,12.1,6,147.5,1,Assam
31.4,142.2,4.2,9,4.6,144,1,Assam
52.9,139.7,20.3,7.3,5,145.3,1,Bhuttan
42.1,147.1,7.4,6.6,6.3,146.8,1,Assam
40,145.7,10.1,13.9,4.7,146.9,1,Assam
45.9,125.9,9,8.6,7.7,129.8,0,Assam
48.7,135.6,12.8,7.9,5.2,141.8,1,Bhuttan
49.9,135.8,19.2,8.2,5.8,142.5,0,Bhuttan
45,135.3,23,8.2,4.4,140.1,1,Bhuttan
57.2,133.3,11.2,7.8,4.4,140.1,0,Bhuttan
46.2,146.9,7.4,9.1,6.7,148.5,0,Assam
49,167.4,20.4,7.2,5.3,176.1,1,Bhuttan
46.4,138.8,15.1,9.5,6.1,140,0,Assam
65.6,146.1,18.1,5.5,6.2,152.1,1,Bhuttan
43.1,149.7,7.4,12.3,5.3,149.4,1,Assam
48.3,144.4,6,7.9,4.1,143.4,1,Assam
20.8,122.8,14.6,6.9,4.6,131.5,1,Bhuttan
36.7,155.4,8.4,12.9,5.1,160.1,1,Assam
56.1,155,22.3,7.4,5.5,163,0,Bhuttan
44.5,139.6,13.9,11.4,6.2,141.7,1,Assam
49.9,127.6,11.2,10.5,3.9,134.2,1,Bhuttan
42.7,139.1,19.3,6.5,4.2,145,0,Bhuttan
40.5,132.4,10.1,7.9,4.6,139.2,1,Bhuttan
31.6,143.1,1.4,10.2,5.3,140.1,1,Assam
40.7,147.5,11.6,8.7,6.5,146.4,1,Assam
45.8,141.8,11.8,8.9,5.6,143.8,1,Assam
55.8,132.4,11,8.5,5.7,139.3,0,Bhuttan
28.3,146.2,-0.3,7.3,5.5,147.6,1,Assam
53.7,147.4,10.4,8.1,4.9,151.6,1,Assam
28.1,135.1,9.2,12.3,5.2,136,0,Assam
21.2,126.6,12.2,11.7,8,132.3,0,Assam
53.1,144.3,12.7,10.5,5.8,147.6,1,Assam
29.8,140.3,21.7,8.7,5.6,145.3,0,Bhuttan
44.6,140.4,23,5.1,4.4,145.1,1,Bhuttan
58.3,146.8,12.9,8.1,4.6,153.5,0,Bhuttan
31.5,137.4,24.6,13.3,7.2,137.8,0,Assam
58.4,147.2,12.1,10.7,6.6,149.4,1,Assam
59.2,149.9,12.5,10.2,4.3,156.7,0,Bhuttan
52.5,154.3,21.8,5.4,5.9,160.8,1,Bhuttan
53.5,169.5,2.5,9.1,7,171.6,0,Assam
41.7,142,9.7,14.3,6.9,147.4,0,Assam
42.8,156.3,8.6,11.2,6.1,157.9,1,Assam
37.4,146.9,13.1,9.2,4.9,150.3,1,Assam
59.9,137.1,25.4,9.9,5.4,142.6,1,Bhuttan
38.5,140.5,7.9,10.7,6.8,142,0,Assam
54,154.1,10.4,10.3,6.6,157.9,1,Assam
45.4,150.2,10.5,10.7,6.4,151.5,1,Assam
41.8,134.6,11.2,11,4.4,141.8,1,Bhuttan
52.5,153,8,9.7,7.1,154.7,1,Assam
61.7,158.8,20,8.3,6.7,164.9,1,Bhuttan
43.5,136.4,4.5,7.9,5.2,138,0,Assam
24.6,129.8,9.1,8,5.5,131.1,0,Assam
51.1,149.3,21.3,8.2,6.7,154.5,1,Bhuttan
38.6,141.5,9.2,12,5.2,142.9,1,Assam
55.9,150.8,10.7,8.7,5.6,154.3,1,Assam
31.4,143.7,13.2,11.9,6.7,146.4,1,Assam
44.3,132.6,14.7,8.4,5.7,140.4,1,Bhuttan
55,143.5,7,8.8,3.6,152.4,1,Bhuttan
54.6,150.8,18.2,7.9,7.2,156.1,1,Bhuttan
47,147.1,8.7,9.7,4.3,154.5,0,Bhuttan
58.1,152.4,19.1,7.2,7.5,158.2,1,Bhuttan
32.7,155.7,20.9,8,3.1,162.3,1,Bhuttan
28.5,138.7,17.6,8.8,6.9,144,1,Bhuttan
13.1,132.4,6,8.1,7.4,134.2,0,Assam
18.5,131.9,8.5,9.1,5.4,135.6,0,Assam
32.4,138.7,-1.2,12.6,6.5,143.2,1,Assam
56,144.2,15.5,7.2,3.5,152.1,1,Bhuttan
29.8,135.3,5.4,10.7,5.4,138.3,1,Assam
27.2,139.6,17.5,5.9,5,146,1,Bhuttan
34.3,128,13.1,6.8,3.5,133.1,0,Bhuttan
35.7,152.1,22.9,4.2,3.9,158.2,0,Bhuttan
39.4,141.6,20.5,9.4,4.5,148.6,1,Bhuttan
26.2,131.1,6.4,9.7,4.7,136.4,1,Assam
31.8,135.7,3.3,9.7,6.5,135.8,1,Assam
39.8,136.4,14.9,9.3,6.8,140,0,Assam
45.9,154.4,18.9,7.1,5.2,156.5,0,Bhuttan
47.4,137.2,15.8,9.4,2.1,146,1,Bhuttan
76.1,134.6,11.3,8,5.2,138.1,1,Bhuttan
44.7,142.3,12,9.8,5.4,148.4,0,Bhuttan
62.2,163.4,9.2,9.9,4.9,164.1,1,Assam
41.8,143.4,12,8.4,6.1,151.4,0,Bhuttan
46.9,148.2,8.1,10,6,150.8,1,Assam
45.6,139.5,12.9,12.7,4.7,146.6,1,Assam
45,141.9,11.3,8.1,4.3,148.5,0,Bhuttan
49.3,165.2,5.5,8.4,5.9,170.4,1,Assam
40.4,146.9,1.8,9.3,4.9,149.7,1,Assam
34.8,147.5,8,7.4,7,149.6,1,Assam
44.7,152.7,15.4,7.4,4.9,162,1,Bhuttan
37.5,149.1,7.9,9.1,6.8,152.8,1,Assam
54.1,143.6,2.5,8.2,5.7,152.3,0,Bhuttan
38.7,152.8,16.2,10,4,158.2,1,Bhuttan
38.1,113.3,10.6,10.2,2.8,119.6,1,Bhuttan
55.5,144.4,14.8,4.2,4.4,152.7,0,Bhuttan
63.9,161.1,6.4,12.4,5.9,158.7,1,Assam
42.2,146.7,18.4,7.1,5.6,153.4,0,Bhuttan
55.8,143.9,13.9,8.8,5.9,144.2,1,Assam
49.2,133.5,11.6,9.4,5,138.1,1,Bhuttan
44.3,125.8,12.7,9.4,4.7,130.4,0,Bhuttan
39.3,147.2,16.8,6.5,6.7,147.5,0,Assam
66.7,160.3,10.1,5.6,3.6,169.1,1,Bhuttan
45.1,161.1,8.6,13.2,6.2,162.5,1,Assam
44.4,134.9,2.4,7.6,5.3,138.3,0,Assam
56.3,145.9,20.6,8.4,5.2,151.3,0,Bhuttan
59.6,134.8,14,5.1,3.8,142.7,1,Bhuttan
30.4,149.7,17.2,10.3,6.5,152.8,0,Assam
48.9,144,3.9,11.1,6.1,143.9,1,Assam
62.9,146.2,5.4,6.4,5.4,146.9,1,Assam
31.4,152.9,13.6,10.2,4,159,0,Bhuttan
42.6,142.9,4.3,12,6,145.5,1,Assam
39.2,141.9,11.3,12.6,9,146.1,0,Assam
52.9,151,20.2,9.5,5.4,156.6,1,Bhuttan
52.3,134,3.7,7.9,6,138,0,Assam
47.6,137.3,10.9,8.6,7.4,141.5,0,Bhuttan
62.9,144.5,15.4,7.3,5.2,150.6,0,Bhuttan
59.5,141,19.6,7,4.9,148.8,1,Bhuttan
49.1,162.4,22.7,9.5,2.9,169.2,1,Bhuttan
49.9,141,4.9,7.6,3.5,150.6,0,Bhuttan
48.9,135.2,16.6,7.8,5.9,139.2,0,Bhuttan
22.5,130,12.5,7.2,6.9,135.3,0,Bhuttan
58.5,157.5,18.2,11.3,4.7,164.2,1,Bhuttan
45.1,146.3,10,8,3.7,153.9,0,Bhuttan
34.6,151.1,4.2,7.3,5.6,152.9,1,Assam
62.4,156.1,10.4,6.5,4.9,160.1,1,Assam
38.6,141.2,14.6,9.9,7.3,143.6,0,Assam
42.8,152.3,14.1,8.5,6.5,152.1,1,Assam
37.9,157.2,4.9,10.3,5.8,160.7,1,Assam
48.2,141,4.1,9.9,6.5,139.6,1,Assam
55.9,163.7,19.8,8,4.1,172.3,1,Bhuttan
33.4,142.1,5.7,12.8,6.6,146,1,Assam
48.5,159.6,19.8,8.7,4.8,165.2,0,Bhuttan
39.4,143.8,4.3,12.2,5.8,143.3,1,Assam
44.9,129,3.2,12.9,5.8,131.6,0,Assam
41.1,130.3,0.1,7.5,5,132.4,0,Assam
52.1,145.3,2.6,12.5,6.2,144.6,1,Assam
41.6,145.5,9.9,11.7,6.6,148.3,1,Assam
52.4,147.8,14.3,10.6,7.4,146.8,0,Assam
55.8,141.2,4.3,11.6,4.8,143.7,1,Assam
46.9,141.6,3.5,9.8,6.1,142.4,1,Assam
35.3,144.4,18.9,8.4,2.3,150.2,0,Bhuttan
51.9,131.9,14.1,8,4.5,138.1,1,Bhuttan
61,159.4,23.3,7.8,4.4,165.5,0,Bhuttan
50.7,140.8,9.1,10.8,3.8,144.2,1,Assam
54,153.3,13.5,6.1,3.7,158.6,1,Bhuttan
39.6,138.8,7,10.9,5.8,141,1,Assam
37.4,147.7,19.6,7.4,4.7,155.2,1,Bhuttan
53.9,169.3,9.6,8.6,4.8,174.7,0,Bhuttan
33.2,134.7,9.9,8.9,4.3,141.9,1,Bhuttan
66.6,157.2,17.3,8.4,4.1,163,1,Bhuttan
37,130.1,4.2,8.4,4.2,134,0,Assam
37.6,136.9,12.4,11.3,6.3,141.7,1,Assam
30.9,155.8,12.7,11.3,6,156,1,Assam
37.7,142.7,7.3,14.3,5.6,145.8,1,Assam
28.6,132.5,7.1,11.8,6.3,134.4,0,Assam
52.4,139.9,14.7,5.9,5.7,146.5,0,Bhuttan
62.9,161.8,15.2,8.5,6.3,168.1,1,Bhuttan
46.6,146.3,6,11.5,4.7,149.7,1,Assam
59.6,144.6,14.4,7.4,2.4,151.6,0,Bhuttan
23,134.9,4.7,11.5,6.5,135.6,1,Assam
33.4,141.4,3.2,12.3,6.1,140.8,1,Assam
51.1,140.8,23.6,9.5,4.2,145.5,0,Bhuttan
48.9,137.4,8.7,9.2,5,138.4,0,Assam
38.8,151.6,22,8.9,4.6,156.7,1,Bhuttan
42.8,124.4,9.6,8.4,5.7,130.6,1,Bhuttan
53.8,152.4,17.5,8.4,5.3,153,0,Assam
17.9,142.8,21.1,10.9,6.3,148.1,0,Bhuttan
50,167.3,9.8,9.5,5.5,171.9,1,Assam
71.9,153.2,18,9,4.7,160.3,1,Bhuttan
33.2,139.3,9.2,11,6.4,139,1,Assam
44.2,131.6,10,6,4.2,138.8,0,Bhuttan
42.4,182.4,14.3,5.3,3.9,189.3,0,Bhuttan
63.2,159.5,15.6,11.5,5.3,167.1,0,Bhuttan
42.6,141.9,0.8,8.1,6.5,145.3,1,Assam
54.8,156.1,13.8,10.8,5.9,156.1,1,Assam
66.1,138.7,19.1,8.9,5.2,144.8,1,Bhuttan
41.4,153.7,12.7,8,6.4,158.5,1,Assam
42.6,119.6,12.3,11.2,5,127.1,0,Bhuttan
30.9,161,12.7,8.7,4.9,166.6,1,Assam
50.3,138.9,10.2,8,4.3,141.3,1,Assam
36.9,154.3,24.5,8.4,3.1,160.8,1,Bhuttan
58.8,147.4,22.4,10,3.7,148.7,1,Bhuttan
33.2,147.6,13.5,7.3,6.3,153.1,0,Bhuttan
43.8,155.7,10.8,8.7,6,155.8,1,Assam
45.6,152.2,12,8.2,6.7,159.1,0,Bhuttan
51.7,154,7.8,7.1,7.7,155.6,1,Assam
64.7,128.7,9.5,5.3,4.6,135.8,0,Bhuttan
45.9,144.5,16.6,7.6,4.6,151.3,1,Bhuttan
63.8,143.2,11.9,8.7,5.2,146.3,1,Assam
46.8,152.2,10.4,8.4,6,154.8,1,Assam
58.6,139.8,16.6,6.2,3.5,146.2,1,Bhuttan
48.1,151.6,11.3,13.4,6.4,156.6,1,Assam
53.8,166.7,18.9,7.6,5.3,169.6,1,Bhuttan
51.8,147.4,17.3,10.5,3.5,156.7,0,Bhuttan
43.1,142.4,13.7,7.5,5.2,144.6,1,Assam
27.8,142.1,10,6.4,6.6,139.2,1,Assam
31.1,136.7,15.6,9.6,3.8,142,1,Bhuttan
40.6,152.9,21.3,9,4.3,155.3,0,Assam
39.5,151.9,14.7,8,6.2,154.5,1,Assam
36.6,148.6,1.5,12,6.4,150.1,1,Assam
40.1,154.3,17.8,10,5.3,155.3,1,Assam
51.7,160.3,24.1,6.7,6.5,168.2,1,Bhuttan
64.8,170.9,-1.6,11.7,5.1,170.2,1,Assam
74.6,153.8,16.2,7.6,6.2,157.9,1,Bhuttan
28,109.1,11.1,8.2,4.8,117.2,1,Bhuttan
42.1,137.1,22.9,10.5,3.6,144.3,0,Bhuttan
25.9,136.3,9.6,9.3,4.7,134.1,0,Assam
43.7,148.7,6.3,8.3,5.8,152.4,0,Bhuttan
58,157.9,7.9,10.9,5.8,160.4,1,Assam
56,157,17.4,9.6,5.4,158.6,0,Assam
26.6,149.3,2.9,11.4,6.5,150.4,1,Assam
44.3,159.4,14.2,4.7,4.7,160.5,1,Assam
38.9,136.8,19.6,7.2,3.7,144.2,1,Bhuttan
21.4,149.1,-3.5,10.8,4.9,148.9,1,Assam
42.4,154.2,15.3,8.6,5.6,160.8,1,Bhuttan
40.5,147.5,3.9,11.7,5.4,146.6,1,Assam
52.5,162.5,8.6,10.5,7.3,165.1,0,Assam
45,124.4,12,5.8,4.5,132.6,1,Bhuttan
40.6,143.3,17.2,10.5,5.1,145,0,Assam
50.7,161.5,19.2,7.8,4.9,169.6,1,Bhuttan
41.5,131.8,5.8,8.7,6.9,135.6,1,Assam
74.3,136.8,17.8,9.1,5.3,142.2,0,Bhuttan
52.1,143.9,16.7,8.6,7.6,146.9,0,Assam
59.8,166.8,15.6,11.2,4.4,168.4,0,Assam
26.4,133.1,12.8,8.1,4.2,142.8,1,Bhuttan
38.4,151.2,-0.8,7.1,4.9,153.1,1,Assam
49.7,155.2,8.9,12.1,7.8,157.9,0,Assam
42.4,139.8,19.3,6.8,6.2,143.7,1,Bhuttan
43,149.2,20.8,9.9,5.6,157.9,1,Bhuttan
49.7,141.6,5.8,10,3.9,140.6,1,Assam
53.5,150.4,8.3,8.3,4.7,156.3,1,Assam
57.5,131.1,9.1,7.4,5.5,139.5,1,Bhuttan
59,126.7,11.9,8.7,3.5,135,1,Bhuttan
41.5,137.2,17.9,7,6.6,138.1,1,Assam
47,149.3,11.3,11.5,6.8,152,1,Assam
40.4,147.5,19.5,8,5.1,154.3,1,Bhuttan
38.6,118.5,13.2,7.2,3.6,126.4,0,Bhuttan
46.7,150.5,16.6,7.5,4.8,154.9,1,Bhuttan
39.5,147.6,5.4,10.1,5.7,151.6,1,Assam
48.5,138.8,14.5,9.6,5,140.1,1,Assam
34,144.4,18.6,8.5,6.1,147.2,1,Assam
48.2,143.5,11.4,9.8,7.4,142.2,0,Assam
40.6,164.5,4.7,11,4.6,168.8,1,Assam
50.9,157.4,11.9,9.9,4.2,156.3,1,Assam
42.6,143,3.6,6,7,145.5,0,Assam
56.6,161.1,9.9,10.5,4.7,161.7,1,Assam
39.6,115.7,5.7,11.2,6.3,118.2,0,Assam
22.3,147.9,16,8,5,155.2,1,Bhuttan
45.8,125.2,9.7,8.3,6.8,127.9,0,Assam
44.5,136.2,20.4,9.8,5.7,138.8,0,Assam
34.5,148.1,25.7,8.8,5.7,155.6,1,Bhuttan
43.7,155.6,11.6,7.9,3.9,159.5,0,Bhuttan
78.7,171.3,24.5,10,4.8,177.1,0,Bhuttan
46.9,142.6,21.1,5.4,5.6,150.2,0,Bhuttan
56.4,165.4,14.6,5.2,5.7,171.9,0,Bhuttan
27.7,143.3,16.8,11.3,6.4,139.9,0,Assam
40.3,139.2,20.3,6.7,4.4,144.1,1,Bhuttan
48.7,139.1,6.4,11.7,5.9,140.9,1,Assam
28.9,136.3,20.8,10.1,4.1,142.5,0,Bhuttan
51.8,148.2,7,14.3,2.3,150.1,0,Assam
39.4,145.9,6.5,9.8,7.2,149,0,Assam
61.2,154.6,17.7,10.7,6,155.8,1,Assam
32.7,145.3,16.3,8.7,7.2,151.3,1,Bhuttan
56.6,132.1,11.4,10.8,2.6,135.9,0,Bhuttan
43.2,146.8,24.6,6.4,4.9,154.3,0,Bhuttan
36.9,133.6,5,8,5.5,133.9,1,Assam
57.8,160.5,7.2,13.1,4.3,161.7,1,Assam
53.1,137.4,2.7,11.2,6.5,139.1,1,Assam
25.3,132.1,5.7,9.3,6.5,134.8,1,Assam
66.7,138.6,15.3,6.8,6,146.6,1,Bhuttan
69.4,152.1,14.2,9.5,6.1,160.6,0,Bhuttan
53.4,144.5,23.5,8.1,6.3,149.6,1,Bhuttan
36.3,143.7,15.3,7.4,5.9,147.5,1,Assam
42.9,154.9,11.3,6.1,4.9,161.3,0,Bhuttan
36.5,138.3,8.2,7.7,5.5,140.9,1,Assam
60.2,152.2,28.1,9.7,5.5,156.3,1,Bhuttan
47.9,142.7,5.8,12.3,6.3,142.3,1,Assam
24.9,126,3.2,8,5.5,129.2,1,Assam
48.1,153.4,16.3,7.5,6.7,160.8,0,Bhuttan
61.7,154.7,28,8.9,6.6,162,0,Bhuttan
31.8,153,10.3,10.5,6.3,154,1,Assam
27.2,133.2,2.2,10.4,6.9,135.7,1,Assam
44.3,141.1,8.7,10.2,5.1,141,1,Assam
55.6,135.8,13.3,9,4.2,141.9,0,Bhuttan
50,137.4,11.7,9.8,4.9,144.2,0,Bhuttan
49.8,145.1,21.1,7.5,4.9,152.9,1,Bhuttan
66.4,136.6,17.7,7.3,5,141.6,1,Bhuttan
62.9,159.2,16.4,9.4,5.2,164.4,1,Bhuttan
55.6,142.9,13.3,13.4,5,143.4,1,Assam
37.8,124.3,4.9,11.1,5.8,125.1,0,Assam
53.9,169.4,29.1,5.6,6,175.7,1,Bhuttan
45.2,150.9,30.2,7.6,3.7,158,1,Bhuttan
44.1,128.6,7.6,10.9,5.9,129.1,1,Assam
37.8,140.7,19.8,10.7,6.3,141.6,0,Assam
46,147.5,18.1,6.5,5.4,155.9,0,Bhuttan
39.7,130.9,14.1,6.4,3.3,136,1,Bhuttan
47.8,148.5,9.8,14.4,4.8,151.1,1,Assam
39.3,147.4,9.8,7.8,4.7,148.4,1,Assam
49.9,139,15.5,8.3,5.2,146.4,0,Bhuttan
23.3,141.7,16.8,6.5,5.8,147.6,1,Bhuttan
44.2,165.2,25.4,7.5,6.7,172.3,0,Bhuttan
56.7,151.4,8.3,8.5,6.2,154,1,Assam
64.7,129.1,13.6,11.1,4.3,134.6,1,Bhuttan
41.3,156.5,32.8,6,4.9,162.5,1,Bhuttan
46.8,156.2,6.8,9.5,6.7,160.4,1,Assam
53.3,152.1,15.3,8.5,7.2,159,0,Assam
41.9,143.6,16,9.8,7.6,147,1,Assam
49.9,135.1,8,9.3,7.1,136.8,0,Assam
60.3,142.2,26.1,9.4,6.4,150.5,0,Bhuttan
36.5,119.4,7,12.2,6.2,121.2,1,Assam
39.9,154.9,19.5,6,4,161.1,1,Bhuttan
36.4,136.2,13.8,9.5,4.8,135.4,0,Assam
64.2,149.2,22.8,7.3,5.1,152.2,0,Bhuttan
43.1,141.4,12.8,8.9,6.2,142.5,1,Assam
46.7,138.5,13.9,11.5,7.5,142,1,Assam
36,153.6,26.9,7.6,5.7,158.3,1,Bhuttan
60.6,136.8,19.2,10.1,5,144.7,0,Bhuttan
33.3,126.1,1.9,6.3,5,127.9,1,Assam
52.5,155.2,6.4,9.2,6.9,158.9,0,Assam
55.4,151.2,21.4,5.7,3.8,158.4,0,Bhuttan
40.6,152.5,5.5,7.3,9.2,153.1,0,Assam
49.5,144.2,12.7,10.3,4.1,148.5,1,Assam
44.8,158.2,17.4,7.7,6.5,163.5,1,Bhuttan
53.9,154.8,11,8.5,4.5,160.9,0,Bhuttan
43.6,140.9,27.7,10,5.6,147,0,Bhuttan
51.5,140.2,14.9,8.8,4.8,145.8,0,Bhuttan
35.6,179.3,2.3,7.5,5.8,185.6,0,Bhuttan
36.3,142.5,10.4,12.1,6.1,143.3,1,Assam
46,134.4,9.6,8.2,5.4,140.4,0,Bhuttan
29.5,135.3,15.4,9.5,6,137.6,0,Assam
46.5,147.3,16,8.1,5.4,152.2,1,Bhuttan
49.1,156.2,14.3,8.9,5.1,156.6,1,Assam
34.5,125.6,4.3,9.5,6.1,128.7,1,Assam
45.9,142.4,18.8,7.9,4.3,147.7,1,Bhuttan
50.1,149.3,13.5,9.1,6.9,148.3,0,Assam
55.4,147.3,16,8.2,4.8,154.1,0,Bhuttan
62.9,167.3,0.6,5.5,5.5,166,1,Assam
38.2,130.4,6.5,10.3,6.2,130.9,0,Assam
47.2,147.1,17.6,6.5,4.7,152.2,0,Bhuttan
45.9,136.7,15.2,7.7,5.2,141.5,0,Bhuttan
47,151.6,2.5,12.1,6.1,154,1,Assam
56.2,142.3,14.5,7.8,5.9,146.2,0,Bhuttan
46.8,155.9,4.5,7,4.3,155.3,1,Assam
46.1,137.2,10.9,11.5,7.9,137.4,0,Assam
56.1,139.1,18.9,7.6,4.1,145.9,0,Bhuttan
38.2,144.5,17.9,9.5,5,153.4,0,Bhuttan
22.5,139,11.4,13.4,7.4,142.3,0,Assam
61.8,155.7,9.2,9.6,7.2,154.5,1,Assam
57.8,149.4,15,5.9,3.5,159.5,0,Bhuttan
62.5,134.8,10.9,6.7,4.6,140.6,1,Bhuttan
45.4,131.9,4,10.4,6.3,132.1,0,Assam
12.9,134.9,1.4,9.3,5.7,137,0,Assam
41.7,131.1,9.1,7.8,5.6,137.2,1,Bhuttan
59.5,139.9,22,6.5,3.1,145.5,0,Bhuttan
38.9,132.4,13.5,6.3,4.9,139.7,0,Bhuttan
63.1,134.2,14.2,10.4,4.4,137.4,1,Bhuttan
41.9,131.3,11.6,7.2,5.7,135,0,Bhuttan
40.9,150.6,4.7,13.4,7.4,152.9,0,Assam
47,150.4,1.8,11.3,5.7,152.8,1,Assam
56.4,141.9,-4.1,11.1,6.3,144.6,1,Assam
67.7,156.2,1.6,9.3,6.6,163.5,1,Assam
38.4,144.7,7.4,5.7,6.5,149,1,Assam
46,167.2,15.9,8.4,4.1,173.4,0,Bhuttan
50.4,146.3,13.7,8.8,6.4,151.5,0,Bhuttan
40.4,142,17.3,6.5,4.4,148.6,1,Bhuttan
41.1,168.6,22.1,9.7,4.6,175.8,0,Bhuttan
32.1,158,10.3,8.9,4.5,163.4,0,Bhuttan
44.5,157.5,20.5,8.6,6.3,166.4,0,Bhuttan
44.7,135,14,5,4.4,141.2,1,Bhuttan
47.4,140.2,13.2,14,8.6,143.6,1,Assam
42.6,153,12.8,9.3,6.2,153.2,1,Assam
57.6,162.6,12.1,8,4.8,168.1,0,Bhuttan
46,165.4,23,7.8,5.2,171,0,Bhuttan
56,159.5,8.7,10.7,7.3,161.6,0,Assam
60.6,158.5,17.5,9.6,5.5,165.4,0,Bhuttan
38.9,168,13.5,9.3,6.5,174.2,0,Bhuttan
51.8,150,10,9.7,6.4,152.1,1,Assam
49.1,136.6,15.6,6.8,5.1,135,0,Assam
50.8,157.6,7.8,10.8,5.9,156.2,1,Assam
31.1,161.9,11.5,10.4,6.5,161,1,Assam
37.9,140.9,8.6,8.3,5.8,141,1,Assam
45.1,147.1,20.3,8.7,5.9,155.1,1,Bhuttan
45.4,119.7,10.8,7.8,5.1,125,1,Bhuttan
52.1,158.6,8.6,13.4,4.9,159.5,1,Assam
53.1,148.7,7.5,9.8,5.2,150,1,Assam
56.3,144.1,10.8,9.7,6.4,144.6,1,Assam
50,153.9,13.9,8.3,5.1,160.3,0,Bhuttan
65.3,173.7,9.5,6,5,181.1,0,Bhuttan
56.2,159,2.7,9.5,7.8,159.5,1,Assam
55.1,144.6,4.3,13.9,4.9,148.3,1,Assam
26.1,135.8,11.6,11.2,5.7,137.6,0,Assam
50.5,147.3,19.5,9.2,5.2,154.5,0,Bhuttan
29.9,140.4,5.6,14.4,7.1,146,0,Assam
49,157.2,15.9,8.8,6,162.5,1,Bhuttan
52.1,137.2,19.9,6.3,3.2,142.5,1,Bhuttan
41,150.3,20.9,8.9,6.8,153.9,1,Bhuttan
56.6,143.4,15.3,9.8,5.6,148.5,1,Assam
33.2,139.7,10,6.7,6.3,146.6,0,Bhuttan
49,160.3,19.5,8.2,4.2,164.4,1,Bhuttan
27.4,143.7,0.6,9.4,5.4,143.7,1,Assam
38.9,146.7,19.3,8.3,4.2,147.1,0,Assam
54.3,160.8,4.2,7.7,7.3,163.5,0,Assam
51.2,137.2,7.6,9.1,6.8,136.9,1,Assam
41,147,18.9,7.7,5.7,153,1,Bhuttan
41,158,21.3,9.3,5.3,162.7,0,Bhuttan
60.2,144.8,10.8,10.2,7.5,146.4,0,Assam
40.3,142.5,17.2,5.1,5.4,145.8,0,Bhuttan
49.5,149.1,19.7,4.9,5.2,153.7,0,Bhuttan
27.1,139.5,2,6.9,6,140.1,1,Assam
29.9,134.2,3.5,11.3,7.4,133.7,1,Assam
43.1,153.8,13.7,10.3,6.1,153.8,1,Assam
36.7,146.3,22.8,5.5,5.1,150.9,1,Bhuttan
47.2,164.4,16.4,10.9,4.6,164.8,0,Assam
34.4,137.9,10.5,10.6,7.1,140.5,1,Assam
44.8,132.7,10.2,9.5,5.4,136.2,0,Bhuttan
59.3,187.9,18.5,6.6,5,196.7,1,Bhuttan
67.5,167.1,10.8,6.9,4.2,173.2,0,Bhuttan
36.3,138.6,9.5,11.9,8.3,137.4,0,Assam
28.8,149.4,6.5,7.5,8.1,151.6,0,Assam
60.5,137.9,12,8.1,6.1,141.3,1,Bhuttan
53.1,149.8,10.6,11.1,6.5,151,1,Assam
38,134.1,8.9,8.4,4.7,140.5,0,Bhuttan
47.9,142.6,9.2,7.8,5.7,147.1,1,Assam
56.1,150.8,14.9,8.7,6.6,154.7,1,Assam
41.1,135.9,22.6,6.9,4.4,142.5,1,Bhuttan
53.4,159.2,6.5,10.4,7.5,160.1,1,Assam
38.3,144.7,6.4,2.8,4.4,147,1,Assam
36.5,148.1,22.5,9.2,5.6,155.8,1,Bhuttan
39.7,144.7,7.6,7.7,6.5,150.4,0,Bhuttan
43,140.4,9.6,10.4,6,149.4,0,Bhuttan
29.3,139.1,11.1,10,5.5,141.8,1,Assam
38.8,155.7,15,8.1,2.2,159.9,1,Bhuttan
25,132.3,5.4,7.2,7.1,132.8,0,Assam
37.9,141.1,14.8,8.4,2.8,148.1,1,Bhuttan
47.6,139.9,15.1,8.2,6.1,142.3,1,Assam
33.4,140.7,24.7,6,4.7,148.8,1,Bhuttan
34.3,151.3,24.1,6.3,5.7,157.8,0,Bhuttan
36.7,131.9,9.5,7.6,4.7,136.7,0,Bhuttan
26.8,138.6,4.3,13,4.8,140.3,1,Assam
35.3,144.6,20.2,7.6,4.3,149.8,0,Bhuttan
32.6,158.9,17.5,8.3,5.2,165.3,1,Bhuttan
