Age,Ht,TailLn,HairLn,BangLn,Reach,EarLobes,Class
23.9,132.0,4.0,7.6,6.1,134.1,0,Assam
58.8,135.9,16.1,8.3,5.7,139.7,1,Bhuttan
55.4,144.7,6.5,8.6,7.1,148.7,1,Assam
54.2,164.0,13.6,8.0,5.4,165.8,1,Assam
42.5,152.8,19.3,9.7,6.1,154.7,0,Assam
56.5,134.3,5.2,8.5,5.8,135.3,1,Assam
30.6,144.1,-1.0,12.0,4.9,145.6,1,Assam
62.4,152.4,23.5,7.1,6.3,158.6,1,Bhuttan
28.3,141.4,10.2,9.9,6.7,144.1,1,Assam
48.0,150.0,9.6,9.7,6.0,150.8,1,Assam
48.8,159.7,12.9,11.3,6.8,159.9,0,Assam
67.1,154.9,15.1,6.5,2.9,161.7,1,Bhuttan
54.8,165.9,21.4,7.8,4.7,171.9,0,Bhuttan
30.0,132.5,11.4,6.4,5.4,138.4,0,Bhuttan
18.2,138.7,17.6,7.7,7.9,147.3,1,Bhuttan
54.3,149.8,9.4,6.2,2.4,154.7,1,Bhuttan
49.5,134.7,14.6,5.5,4.9,140.7,0,Bhuttan
41.3,146.1,15.3,6.3,8.1,148.9,0,Assam
46.2,140.0,13.5,11.0,4.6,141.8,1,Assam
53.1,136.9,21.0,9.1,4.3,143.6,0,Bhuttan
30.2,140.7,16.7,11.5,6.1,140.4,0,Assam
44.3,134.2,12.8,7.7,4.9,139.4,1,Bhuttan
44.4,147.4,14.2,9.3,5.4,151.8,1,Assam
58.6,150.0,9.8,7.2,5.7,156.3,0,Bhuttan
60.6,145.2,11.9,7.9,5.6,148.2,0,Bhuttan
43.8,140.9,6.1,12.9,5.4,139.1,1,Assam
44.4,144.6,25.2,8.2,5.5,151.8,1,Bhuttan
43.8,149.4,7.9,6.9,5.5,154.5,1,Assam
45.5,172.0,17.8,6.7,4.8,178.6,1,Bhuttan
42.2,149.2,6.7,10.4,3.7,151.0,1,Assam
40.8,133.6,12.4,9.0,3.2,139.0,1,Bhuttan
54.1,145.4,3.4,10.7,6.3,148.2,1,Assam
37.5,147.1,9.4,6.9,5.6,148.0,1,Assam
28.5,139.7,5.9,9.4,7.3,141.2,0,Assam
31.8,145.1,12.6,7.9,4.4,150.3,0,Bhuttan
31.0,138.4,10.1,10.6,5.1,140.8,1,Assam
44.0,129.3,13.2,7.7,4.4,132.5,1,Bhuttan
14.2,145.6,4.8,11.1,5.3,148.6,1,Assam
24.9,144.3,2.4,11.0,5.0,141.3,1,Assam
39.5,140.3,4.8,10.9,6.2,144.3,1,Assam
50.1,142.8,7.3,13.5,5.3,144.4,1,Assam
63.6,158.5,11.4,10.4,5.9,164.8,1,Assam
43.0,138.8,7.8,12.3,7.6,139.9,0,Assam
66.4,119.7,14.0,9.7,5.5,125.6,0,Bhuttan
31.8,149.9,15.4,10.3,5.2,151.2,1,Assam
44.4,130.1,9.4,8.9,6.6,133.5,0,Assam
51.0,121.5,7.0,8.6,6.2,124.4,1,Assam
53.0,147.2,9.6,9.1,5.8,145.9,1,Assam
41.2,149.3,7.4,9.6,6.6,151.2,1,Assam
46.9,141.8,10.7,7.7,6.0,142.1,1,Assam
53.6,141.7,5.5,12.1,6.0,147.0,1,Assam
51.9,122.8,-1.3,9.5,6.4,125.0,1,Assam
35.0,128.2,8.4,7.9,7.2,130.9,0,Assam
43.6,158.0,11.3,14.8,6.8,158.2,0,Assam
48.9,142.0,13.8,7.2,5.5,146.3,0,Bhuttan
29.2,148.9,19.2,11.9,6.7,150.8,0,Assam
28.7,154.9,11.5,7.6,6.2,159.2,1,Assam
47.6,140.3,8.3,11.5,6.3,145.0,1,Assam
42.0,131.4,12.5,10.1,4.8,135.9,0,Bhuttan
61.9,145.5,7.3,7.1,3.3,153.6,1,Bhuttan
62.5,135.6,7.8,7.4,5.9,132.6,1,Assam
54.1,153.9,9.3,8.4,4.8,154.9,1,Assam
51.1,164.4,20.5,8.6,3.9,171.1,1,Bhuttan
28.4,144.1,6.7,9.1,7.3,147.4,1,Assam
48.4,131.1,2.6,12.1,5.3,132.7,1,Assam
51.3,155.6,10.3,6.7,6.6,158.3,1,Assam
33.7,149.4,10.1,9.3,5.4,153.1,1,Assam
50.9,156.0,1.3,8.1,6.1,157.3,1,Assam
50.5,152.0,23.3,7.1,4.8,157.6,0,Bhuttan
38.3,156.9,16.0,10.6,5.9,159.5,0,Assam
62.2,150.5,14.8,9.8,6.2,154.5,0,Bhuttan
46.5,159.0,26.8,4.9,6.0,164.4,1,Bhuttan
74.8,168.7,21.7,7.6,5.3,175.1,0,Bhuttan
34.4,122.3,8.1,9.6,5.1,123.0,0,Assam
59.7,165.0,15.6,8.5,5.1,170.9,1,Bhuttan
34.8,144.5,10.7,5.6,6.2,147.8,1,Assam
64.2,158.5,22.3,6.5,5.8,162.7,1,Bhuttan
49.8,145.4,7.5,8.9,7.5,149.9,0,Assam
31.2,129.3,8.2,7.6,6.0,133.6,1,Assam
34.2,147.5,5.5,12.0,7.1,150.1,0,Assam
40.6,143.7,15.7,6.8,3.8,147.8,1,Bhuttan
44.7,141.9,9.4,7.5,7.1,142.7,0,Assam
55.8,155.8,19.4,16.0,5.0,152.9,0,Assam
45.3,141.8,8.1,8.0,4.8,145.5,0,Bhuttan
46.8,149.0,4.9,11.2,5.5,153.8,1,Assam
48.5,153.8,17.3,10.0,5.7,156.4,1,Assam
38.3,152.3,13.8,11.1,6.5,152.8,1,Assam
55.5,138.7,23.0,10.4,5.5,145.6,1,Bhuttan
48.3,140.3,15.2,11.1,6.0,145.3,0,Assam
57.9,154.4,20.7,8.3,5.8,156.1,1,Bhuttan
43.3,150.9,23.6,9.3,4.5,157.6,0,Bhuttan
49.2,156.0,13.2,11.2,5.3,154.6,1,Assam
60.2,146.8,12.8,5.9,5.3,150.2,0,Bhuttan
49.1,134.7,11.4,7.3,5.1,138.3,0,Assam
47.1,136.6,12.2,14.2,6.4,138.9,0,Assam
43.3,141.2,5.0,8.5,5.4,144.5,1,Assam
40.1,157.8,10.5,7.6,4.2,157.3,1,Assam
35.0,136.0,10.6,10.5,6.6,138.3,0,Assam
39.6,130.0,7.6,9.5,5.2,130.6,0,Assam
26.1,139.6,14.8,11.2,5.0,137.4,1,Assam
36.2,160.3,11.5,11.8,4.7,162.4,1,Assam
27.8,149.1,16.0,8.6,6.1,155.8,0,Bhuttan
37.5,127.4,13.8,8.9,4.8,133.9,0,Bhuttan
42.1,127.1,8.9,15.2,6.0,130.8,0,Assam
38.3,154.8,12.8,10.9,6.4,159.2,1,Assam
36.3,126.0,9.0,7.4,3.4,134.1,0,Bhuttan
41.1,150.6,19.5,6.1,7.1,157.1,1,Bhuttan
32.5,155.2,7.4,7.1,5.7,159.4,1,Assam
42.9,133.1,10.6,8.2,5.1,140.3,1,Bhuttan
33.2,150.7,11.7,8.2,7.3,153.1,0,Assam
38.0,138.1,4.9,10.0,6.3,141.8,1,Assam
55.4,130.8,13.3,9.6,3.6,135.6,0,Bhuttan
56.1,153.0,9.1,9.9,6.1,155.5,1,Assam
59.1,168.6,14.4,6.8,4.5,174.1,0,Bhuttan
33.9,136.9,15.1,9.8,7.4,139.7,0,Assam
37.1,143.8,8.6,9.2,7.4,149.0,1,Assam
53.8,153.6,24.3,9.1,4.6,160.4,1,Bhuttan
35.6,130.8,1.7,8.0,6.8,131.8,0,Assam
40.5,135.2,8.0,7.7,4.8,142.3,1,Bhuttan
57.8,132.4,14.1,5.7,3.5,140.7,1,Bhuttan
60.8,139.1,14.3,11.7,4.8,148.4,0,Bhuttan
38.7,146.9,15.2,9.3,4.9,146.5,0,Assam
38.2,150.4,7.7,7.6,6.4,152.6,1,Assam
42.6,130.1,4.1,7.6,4.2,132.4,0,Assam
57.5,151.6,12.5,10.1,5.3,153.9,1,Assam
36.1,134.9,16.6,9.2,9.4,137.5,1,Assam
50.4,140.3,13.9,11.2,6.2,142.8,1,Assam
42.2,133.1,9.8,9.5,5.4,135.4,0,Assam
48.2,141.2,20.4,7.3,3.5,150.9,1,Bhuttan
49.1,153.3,17.7,10.2,4.9,155.3,0,Assam
38.5,139.5,5.3,10.0,7.1,140.3,0,Assam
37.6,147.6,10.3,8.8,8.0,149.9,0,Assam
66.2,152.9,22.1,7.8,5.0,155.5,1,Bhuttan
46.8,146.4,29.9,6.6,4.0,150.6,1,Bhuttan
39.1,159.4,3.2,9.2,4.1,160.4,1,Assam
42.1,148.4,9.5,10.8,5.8,146.5,1,Assam
48.8,145.8,22.1,7.1,5.2,151.8,1,Bhuttan
38.9,141.0,14.3,8.1,4.1,145.1,0,Bhuttan
39.8,145.7,23.1,7.5,3.8,150.9,0,Bhuttan
42.2,136.4,22.9,10.2,4.4,141.4,0,Bhuttan
45.4,140.9,10.3,10.4,3.8,142.7,1,Assam
26.5,131.4,10.5,8.4,5.5,135.2,1,Bhuttan
42.2,128.3,7.4,12.6,6.8,129.5,0,Assam
41.0,143.2,18.2,11.4,7.6,145.8,0,Assam
47.2,165.4,16.2,12.0,5.3,168.8,0,Assam
33.6,153.2,19.0,9.3,2.8,161.4,1,Bhuttan
44.9,170.6,14.9,10.1,3.5,178.0,1,Bhuttan
47.6,152.9,11.0,9.7,6.9,160.1,0,Bhuttan
44.6,137.5,10.2,11.3,6.3,136.6,0,Assam
47.8,147.0,19.0,6.2,3.7,153.6,1,Bhuttan
27.3,139.4,11.6,7.5,5.2,144.1,1,Assam
54.4,162.2,11.9,8.6,3.5,170.5,1,Bhuttan
43.1,161.5,22.8,8.4,3.2,166.4,1,Bhuttan
57.1,146.1,4.8,10.2,5.8,151.4,1,Assam
46.3,173.6,10.5,6.6,4.7,177.6,0,Bhuttan
53.9,146.2,20.0,7.5,5.5,152.1,0,Bhuttan
35.3,146.6,7.8,6.8,6.7,148.1,1,Assam
41.2,136.4,21.2,9.0,7.7,142.6,1,Bhuttan
39.2,136.7,-1.7,5.1,4.7,140.3,0,Assam
45.2,134.7,8.9,9.6,5.7,136.6,0,Assam
46.1,144.6,16.0,8.3,5.8,148.3,1,Assam
46.5,152.2,14.5,7.9,4.8,158.2,0,Bhuttan
42.2,147.2,17.0,8.8,4.0,153.1,1,Bhuttan
36.0,155.2,5.5,13.2,7.2,158.9,0,Assam
50.1,158.8,18.2,6.5,5.0,162.4,1,Bhuttan
27.3,137.6,4.1,13.3,6.7,140.0,1,Assam
51.3,151.5,21.4,10.9,5.2,159.1,1,Bhuttan
50.7,146.1,4.8,12.3,5.4,152.1,1,Assam
55.1,153.9,16.2,8.8,4.7,158.9,1,Bhuttan
46.6,144.1,5.9,6.6,7.4,150.2,0,Assam
26.9,144.7,18.5,7.8,5.5,152.4,1,Bhuttan
53.2,167.2,7.4,12.2,5.2,169.6,1,Assam
42.2,146.1,-2.0,11.8,5.7,144.9,1,Assam
55.6,158.9,18.7,6.4,5.3,165.2,1,Bhuttan
50.6,165.6,7.8,12.0,6.9,168.6,0,Assam
40.7,129.2,16.7,7.6,3.9,136.1,1,Bhuttan
46.7,147.8,14.8,7.8,4.3,156.2,0,Bhuttan
52.2,156.3,13.7,9.1,7.1,160.5,1,Bhuttan
41.8,151.8,14.6,5.6,5.0,156.2,0,Bhuttan
34.8,135.5,10.6,8.1,6.2,137.1,0,Assam
41.0,145.8,20.6,8.5,4.9,151.1,1,Bhuttan
17.3,142.2,17.4,7.8,4.8,146.6,0,Bhuttan
26.3,144.1,5.7,9.9,6.0,146.4,1,Assam
30.3,153.4,17.1,8.9,5.7,156.6,1,Bhuttan
52.5,156.4,15.9,9.1,7.2,156.8,0,Assam
34.4,150.9,6.9,12.0,4.4,159.2,1,Assam
44.7,141.0,10.1,5.3,4.9,146.5,0,Bhuttan
41.1,163.1,13.0,8.2,2.8,169.3,1,Bhuttan
52.0,161.4,10.1,10.9,6.1,165.0,1,Assam
45.2,161.2,3.8,13.8,7.4,161.8,0,Assam
57.6,163.1,11.7,14.5,6.8,167.8,0,Assam
26.7,169.2,9.6,7.3,5.4,177.2,0,Bhuttan
27.9,137.6,15.9,7.1,5.1,144.5,1,Bhuttan
54.3,142.1,16.3,7.7,6.6,147.1,1,Bhuttan
49.6,149.1,23.1,6.0,2.9,155.4,0,Bhuttan
41.8,131.1,12.9,10.3,6.3,136.8,1,Bhuttan
55.8,151.0,22.3,8.0,3.5,157.4,1,Bhuttan
50.6,145.7,11.3,11.6,5.9,150.3,1,Assam
46.0,143.4,-0.1,8.7,7.6,146.3,0,Assam
60.0,158.4,15.2,4.7,4.0,161.6,1,Bhuttan
52.2,147.2,11.3,13.9,4.6,152.5,1,Assam
38.6,129.0,14.6,8.9,3.8,135.3,1,Bhuttan
35.5,152.9,2.4,8.6,5.9,155.1,1,Assam
38.5,135.8,9.1,13.1,6.6,139.1,1,Assam
45.4,136.6,25.0,10.1,7.4,143.6,1,Bhuttan
44.7,139.6,21.8,9.8,5.7,139.8,1,Assam
45.4,164.6,11.5,8.3,4.1,171.0,0,Bhuttan
42.7,159.4,17.7,8.9,4.8,164.1,1,Bhuttan
45.8,147.8,21.8,9.9,4.8,153.9,1,Bhuttan
50.5,133.1,12.7,8.0,5.9,138.8,1,Bhuttan
58.9,131.3,8.9,6.4,6.0,139.1,1,Bhuttan
54.1,157.3,10.0,7.1,6.8,162.6,1,Bhuttan
53.9,142.4,22.4,8.1,6.4,143.6,1,Bhuttan
50.6,135.3,14.1,8.7,5.8,139.6,0,Assam
43.6,140.5,12.8,11.2,5.8,139.7,1,Assam
48.5,146.9,1.6,12.1,6.5,145.0,1,Assam
56.1,138.4,1.5,11.3,5.1,139.1,1,Assam
44.7,156.2,22.3,10.4,5.3,159.4,1,Bhuttan
34.1,150.7,13.4,7.5,7.1,158.2,0,Bhuttan
58.5,157.6,16.9,9.4,5.3,165.2,0,Bhuttan
39.4,147.1,12.0,7.3,5.1,151.9,0,Bhuttan
49.3,135.4,15.2,10.9,6.3,137.7,0,Assam
46.8,148.4,24.7,5.8,5.9,151.1,1,Bhuttan
54.4,145.5,22.3,8.7,5.2,152.5,1,Bhuttan
60.8,169.3,13.0,6.1,5.0,175.0,0,Bhuttan
39.4,149.9,8.6,9.9,6.1,152.4,1,Assam
46.7,147.2,17.4,8.9,2.0,152.5,1,Bhuttan
35.2,162.7,20.0,9.1,6.2,168.3,1,Bhuttan
43.9,133.1,4.1,15.9,5.8,134.0,1,Assam
32.9,146.3,15.2,10.5,6.0,152.7,1,Bhuttan
45.6,169.0,18.3,9.5,6.6,168.4,0,Assam
42.4,142.6,12.9,7.9,6.0,144.9,1,Assam
31.3,145.9,4.8,10.6,4.7,146.8,1,Assam
39.1,136.6,11.8,8.5,4.0,138.4,1,Assam
38.7,144.2,2.0,11.5,6.7,147.6,1,Assam
24.6,115.1,11.5,8.8,6.9,114.4,0,Assam
79.3,157.8,16.2,8.8,4.5,163.8,1,Bhuttan
27.6,154.2,19.9,7.7,7.4,163.3,1,Bhuttan
40.7,151.2,11.9,6.8,4.9,157.3,0,Bhuttan
37.8,157.8,18.8,11.0,4.9,166.5,1,Bhuttan
40.6,129.3,14.3,9.9,4.8,134.5,1,Bhuttan
54.1,155.6,17.2,8.8,3.7,162.0,1,Bhuttan
50.6,149.7,14.6,11.0,5.9,155.8,0,Bhuttan
50.5,154.8,21.4,9.7,4.3,160.0,0,Bhuttan
52.2,164.5,8.5,10.6,5.1,166.3,1,Assam
52.2,151.9,9.6,9.0,6.6,154.2,1,Assam
37.3,135.8,12.2,7.0,3.0,141.5,1,Bhuttan
42.6,150.4,7.9,10.6,5.4,149.5,1,Assam
52.5,137.4,9.7,8.7,6.4,136.3,0,Assam
47.2,162.7,27.2,7.8,4.5,168.7,0,Bhuttan
33.2,138.5,12.6,8.8,7.1,139.6,0,Assam
47.2,136.1,19.6,9.2,6.5,141.5,1,Bhuttan
45.3,154.6,13.4,12.0,5.7,157.0,1,Assam
53.4,148.2,9.0,10.7,6.5,151.6,1,Assam
44.6,143.9,12.2,5.0,6.3,152.5,0,Bhuttan
55.6,136.8,18.1,7.3,6.5,142.2,1,Bhuttan
60.3,148.1,18.3,8.6,5.4,154.8,0,Bhuttan
45.0,145.2,2.9,8.8,5.3,150.5,1,Assam
40.8,151.7,27.2,7.3,6.1,159.5,0,Bhuttan
33.4,139.8,12.1,10.3,3.9,143.0,1,Assam
44.1,154.1,20.0,9.7,3.2,156.7,1,Bhuttan
41.8,155.1,16.3,8.9,3.9,162.3,0,Bhuttan
46.5,126.8,12.8,6.3,4.9,132.6,0,Bhuttan
53.9,135.0,3.1,9.0,6.0,136.4,0,Assam
33.8,140.0,16.1,7.5,5.0,145.6,1,Bhuttan
52.8,128.1,4.2,9.4,5.7,128.6,1,Assam
50.5,142.1,23.9,13.4,9.0,147.4,0,Assam
40.3,146.9,10.2,12.5,6.9,148.5,0,Assam
73.1,131.1,12.8,8.8,3.4,135.1,1,Bhuttan
35.3,143.7,15.3,8.2,5.3,150.6,1,Bhuttan
57.6,152.4,16.9,11.8,6.0,149.1,0,Assam
55.6,156.1,10.9,11.2,5.8,154.4,1,Assam
38.0,136.4,10.3,8.7,7.2,139.8,1,Assam
49.0,143.7,19.2,7.8,4.4,149.5,1,Bhuttan
33.8,128.1,9.4,9.8,6.0,130.5,0,Assam
51.5,145.9,18.3,8.0,5.0,153.1,1,Bhuttan
27.1,148.5,16.7,7.8,4.3,154.4,1,Bhuttan
25.0,136.9,6.4,7.7,7.1,140.7,0,Assam
32.7,144.6,10.4,11.5,5.1,147.3,1,Assam
31.7,124.4,10.7,7.8,4.2,129.2,1,Bhuttan
40.7,135.7,22.6,9.5,5.6,139.2,1,Bhuttan
41.7,154.4,7.5,11.7,5.7,157.8,1,Assam
34.0,157.5,5.7,9.5,6.3,162.4,1,Assam
42.3,140.3,20.8,9.5,5.6,146.6,0,Bhuttan
52.6,146.1,19.5,9.9,5.7,152.6,1,Bhuttan
34.6,137.7,13.6,9.0,5.1,141.2,1,Bhuttan
45.5,133.4,4.0,11.0,5.8,135.2,1,Assam
34.2,155.1,6.5,10.1,7.3,156.0,1,Assam
44.3,143.6,13.1,7.8,4.4,142.2,1,Assam
31.1,135.7,12.7,9.5,5.4,137.4,1,Assam
66.2,155.9,23.3,7.5,3.8,161.1,0,Bhuttan
48.1,145.4,7.3,5.4,5.8,151.6,0,Bhuttan
33.9,143.8,3.3,7.6,6.1,145.1,1,Assam
37.4,118.7,13.4,7.9,5.0,123.8,1,Bhuttan
51.9,147.1,12.2,8.9,4.5,153.0,0,Bhuttan
40.1,148.3,11.8,8.6,5.6,147.5,1,Assam
56.3,147.9,26.8,7.3,4.8,152.9,1,Bhuttan
34.3,145.0,20.4,10.9,5.9,150.6,1,Bhuttan
47.4,144.3,14.1,11.3,7.4,149.0,0,Assam
53.6,155.4,17.4,10.2,6.6,160.8,1,Bhuttan
44.3,151.6,19.8,9.2,3.2,156.9,1,Bhuttan
45.7,151.0,6.3,12.8,5.4,151.6,1,Assam
36.2,156.2,12.6,10.9,5.8,162.9,1,Assam
48.2,138.7,11.2,12.6,6.4,141.9,1,Assam
61.7,140.8,25.5,6.5,4.4,146.8,1,Bhuttan
42.1,153.2,9.6,8.1,6.2,153.5,1,Assam
49.3,136.1,5.0,10.3,7.5,137.8,0,Assam
32.2,154.6,15.7,5.7,3.9,157.2,0,Bhuttan
33.7,146.4,14.1,9.5,4.7,148.2,1,Assam
39.8,136.8,17.0,4.9,5.9,143.2,0,Bhuttan
37.1,134.7,3.1,10.0,5.4,135.6,1,Assam
34.2,142.2,13.0,10.7,5.4,144.4,1,Assam
40.3,147.3,2.1,9.4,7.5,150.0,0,Assam
61.5,132.4,8.1,8.0,4.5,136.2,1,Bhuttan
42.4,158.5,19.4,9.4,4.3,163.9,0,Bhuttan
26.8,136.7,18.1,11.9,6.9,135.3,0,Assam
33.9,139.4,19.9,8.9,6.1,147.1,1,Bhuttan
43.2,144.8,12.3,9.2,7.0,148.1,0,Assam
39.7,157.2,31.2,6.8,3.8,166.9,1,Bhuttan
60.8,145.3,8.3,5.1,5.9,142.3,1,Assam
17.4,123.4,11.7,14.1,6.6,125.3,0,Assam
38.0,125.2,12.3,7.8,5.6,131.1,1,Bhuttan
31.9,148.0,14.8,7.9,4.8,154.3,0,Bhuttan
38.1,152.6,9.3,11.7,4.9,154.4,1,Assam
49.6,154.7,14.5,10.3,6.4,158.1,1,Assam
56.4,156.1,12.5,5.3,6.6,160.6,0,Bhuttan
40.3,152.4,16.2,11.1,4.6,154.2,0,Assam
30.3,133.4,4.2,10.7,6.7,137.3,1,Assam
58.8,159.9,0.7,12.6,7.0,161.6,0,Assam
25.5,127.8,12.3,7.7,4.1,133.7,1,Bhuttan
70.3,147.5,18.9,11.1,4.7,152.8,1,Bhuttan
63.9,142.0,13.9,7.6,4.4,148.4,0,Bhuttan
45.6,146.6,6.8,10.6,6.2,150.1,1,Assam
38.8,152.6,12.4,11.0,7.0,155.3,0,Assam
38.6,146.6,13.1,10.6,6.7,150.0,1,Assam
45.1,152.5,19.0,6.9,6.8,158.5,1,Bhuttan
68.0,171.2,14.1,6.5,4.6,178.1,0,Bhuttan
36.4,146.9,3.8,8.4,5.4,147.1,1,Assam
15.9,133.6,14.6,7.5,7.5,139.6,1,Bhuttan
28.2,141.5,12.4,9.2,6.6,142.8,1,Assam
49.6,134.0,9.8,8.2,5.0,135.8,0,Assam
36.4,152.3,14.2,9.8,7.3,151.5,0,Assam
42.7,161.0,18.6,7.6,4.5,165.0,0,Bhuttan
55.2,160.8,16.9,12.9,6.1,161.7,0,Assam
64.2,149.3,19.1,5.7,3.6,155.5,0,Bhuttan
36.8,127.0,2.7,11.9,6.6,128.5,0,Assam
51.1,147.1,13.3,5.8,6.3,152.7,0,Bhuttan
62.5,168.6,16.8,6.7,5.4,173.2,1,Bhuttan
59.6,137.7,9.0,9.1,4.6,142.2,1,Bhuttan
44.2,138.9,14.5,7.3,6.1,137.7,1,Assam
31.3,147.5,33.6,5.7,7.5,152.4,1,Bhuttan
47.9,141.3,10.4,5.5,7.3,146.0,0,Assam
38.6,140.0,11.5,10.8,5.8,140.3,1,Assam
47.7,176.1,7.1,7.1,3.9,184.6,0,Bhuttan
73.7,166.7,26.1,6.8,4.4,174.3,1,Bhuttan
64.2,142.6,11.6,7.4,4.7,148.3,0,Bhuttan
32.7,156.5,17.1,8.0,4.6,161.7,1,Bhuttan
40.3,122.1,11.6,9.6,5.7,127.7,0,Bhuttan
42.2,154.5,17.9,5.0,4.9,157.3,0,Bhuttan
50.2,130.1,5.3,10.1,4.7,132.2,0,Assam
41.9,160.0,9.2,7.5,4.9,164.1,0,Bhuttan
42.8,139.5,2.6,11.2,6.0,143.2,1,Assam
53.4,165.7,19.5,7.8,4.4,172.3,0,Bhuttan
28.2,151.5,18.1,5.3,7.7,157.3,1,Bhuttan
43.1,146.4,4.5,7.1,6.3,150.8,1,Assam
38.1,155.2,10.6,8.0,2.9,163.3,0,Bhuttan
56.2,128.1,9.5,8.7,4.1,134.7,1,Bhuttan
61.8,154.9,12.8,7.9,5.6,160.4,1,Assam
35.6,145.3,7.1,7.8,5.3,147.3,1,Assam
28.8,132.7,5.8,12.5,5.2,138.6,0,Assam
56.7,145.1,19.0,8.1,3.5,151.1,0,Bhuttan
38.8,144.3,21.6,7.1,6.7,149.8,1,Bhuttan
58.1,157.6,9.8,8.8,6.0,160.2,0,Bhuttan
55.7,140.7,15.3,8.8,4.9,147.1,1,Bhuttan
68.8,165.7,19.7,7.4,3.8,171.4,1,Bhuttan
62.7,151.2,22.4,7.1,3.3,156.5,1,Bhuttan
45.2,153.5,20.4,7.2,6.0,161.2,0,Bhuttan
54.5,151.2,11.0,8.9,6.3,149.0,1,Assam
27.3,147.7,19.6,6.8,5.8,153.3,1,Bhuttan
39.0,139.4,7.8,13.0,4.1,141.6,1,Assam
77.3,154.4,13.7,9.1,7.4,159.6,1,Bhuttan
31.4,140.5,16.2,5.9,4.6,145.5,1,Bhuttan
34.4,145.7,9.8,7.7,6.9,149.2,0,Assam
50.2,134.7,10.1,6.6,6.1,139.8,0,Bhuttan
61.5,154.8,24.2,8.0,5.8,157.8,1,Bhuttan
53.2,152.2,4.1,8.5,6.1,154.2,1,Assam
40.5,136.6,20.6,10.1,5.3,141.8,0,Bhuttan
31.5,146.1,22.5,8.6,5.5,149.4,1,Bhuttan
45.9,156.3,-1.1,7.9,6.1,160.3,1,Assam
42.1,150.8,13.4,7.4,4.2,159.9,0,Bhuttan
45.9,147.8,1.5,10.9,6.7,154.5,0,Assam
37.3,155.8,6.7,9.6,4.3,157.8,1,Assam
17.8,123.1,10.8,9.3,4.7,129.0,0,Bhuttan
50.0,134.5,3.9,7.1,6.1,137.0,0,Assam
33.1,128.8,7.6,10.6,6.1,134.3,0,Assam
53.2,143.9,10.9,7.7,6.3,148.6,0,Bhuttan
48.7,146.0,19.1,4.9,4.6,150.6,1,Bhuttan
37.6,146.1,2.9,10.0,5.9,149.0,1,Assam
72.5,144.8,19.7,7.8,2.7,150.9,1,Bhuttan
45.8,143.6,11.1,7.5,4.5,147.4,1,Assam
49.5,128.1,7.5,11.9,3.4,128.1,0,Assam
39.9,154.9,9.3,8.4,4.7,155.6,1,Assam
38.2,154.3,17.8,7.5,5.8,160.1,1,Bhuttan
49.3,149.8,11.2,12.4,6.0,148.8,1,Assam
42.2,157.1,12.3,8.6,5.4,157.6,1,Assam
54.6,142.9,12.1,9.6,5.7,145.9,1,Assam
67.7,147.9,15.1,8.3,4.9,155.8,1,Bhuttan
23.2,127.6,12.3,7.1,4.8,133.6,1,Bhuttan
58.9,146.9,5.0,13.3,6.3,145.2,1,Assam
37.6,148.3,25.1,10.2,5.9,153.1,0,Bhuttan
44.4,124.3,13.1,5.9,4.9,125.8,1,Bhuttan
46.9,146.2,8.5,9.5,6.7,145.9,1,Assam
59.4,142.4,23.5,6.8,6.6,149.3,1,Bhuttan
55.4,138.8,21.8,8.9,5.3,146.4,1,Bhuttan
40.8,151.1,15.8,10.3,4.8,155.9,1,Bhuttan
29.5,123.5,1.0,7.3,6.8,124.1,0,Assam
45.4,143.4,9.4,7.9,6.3,147.8,1,Assam
43.2,145.2,6.3,7.3,5.2,147.2,1,Assam
41.5,133.6,7.1,13.3,4.1,136.8,1,Assam
36.0,170.4,20.8,11.3,7.0,173.8,0,Assam
48.3,143.7,23.8,8.7,2.9,149.5,1,Bhuttan
21.3,128.6,5.3,10.1,6.5,125.8,0,Assam
55.9,152.4,22.1,8.2,6.2,159.8,0,Bhuttan
48.0,146.0,10.9,10.0,6.7,147.3,1,Assam
42.9,146.3,7.8,12.7,3.8,147.9,1,Assam
41.7,144.7,20.9,8.6,2.8,151.7,1,Bhuttan
50.5,145.0,21.5,5.5,4.8,152.7,0,Bhuttan
48.7,139.8,11.4,12.1,6.7,141.3,1,Assam
66.2,164.6,17.6,7.6,4.5,172.4,0,Bhuttan
45.0,146.6,10.2,9.0,5.1,147.3,1,Assam
51.6,150.6,15.5,13.7,5.2,152.1,1,Assam
58.4,157.8,17.6,8.7,6.1,164.5,0,Bhuttan
55.1,150.2,12.6,8.5,5.0,156.3,0,Bhuttan
41.0,162.9,21.0,8.8,5.4,169.3,0,Bhuttan
39.4,148.9,20.4,8.0,5.3,154.1,1,Bhuttan
36.4,159.5,16.4,6.8,2.6,166.9,1,Bhuttan
46.9,148.1,6.3,9.2,5.1,151.1,1,Assam
48.9,147.0,7.3,10.3,3.6,151.5,1,Assam
46.6,139.2,19.2,9.1,4.4,144.8,1,Bhuttan
41.2,154.6,13.2,7.0,4.5,160.8,0,Bhuttan
35.1,142.9,12.6,9.3,7.6,147.1,0,Assam
39.8,140.0,17.8,4.7,4.9,145.8,1,Bhuttan
44.6,157.1,26.1,7.9,3.4,163.2,0,Bhuttan
